date,week,month,quarter,year,channel,category,impressions,clicks,conversions,revenue,spend,ctr_pct,cvr_pct,roas,cac,cpm,roi_pct
2023-01-08,1,1,1,2023,Organic,Tech Products,31694,4021,222,35001.67,293.96,12.687,5.521,119.07,1.32,9.27,11806.95
2023-01-08,1,1,1,2023,Display,Financial Services,116999,4137,58,19960.68,5566.74,3.536,1.402,3.59,95.98,47.58,258.57
2023-01-08,1,1,1,2023,Display,Business Solutions,132937,5823,73,13585.09,6303.68,4.381,1.254,2.16,86.35,47.42,115.51
2023-01-08,1,1,1,2023,Display,Marketing Tools,104606,4682,65,6339.38,5061.92,4.477,1.388,1.25,77.88,48.39,25.24
2023-01-08,1,1,1,2023,Display,Tech Products,117406,5014,70,10935.79,6198.89,4.271,1.396,1.76,88.56,52.8,76.42
2023-01-15,2,1,1,2023,Email,Financial Services,56888,10953,476,164461.55,1161.98,19.255,4.346,141.54,2.44,20.43,14053.56
2023-01-15,2,1,1,2023,Email,Business Solutions,43262,8379,425,70842.09,806.54,19.37,5.072,87.83,1.9,18.64,8683.46
2023-01-15,2,1,1,2023,Email,Marketing Tools,54879,12768,646,57985.68,1144.16,23.267,5.06,50.68,1.77,20.85,4967.97
2023-01-15,2,1,1,2023,Email,Tech Products,48172,10042,522,77955.14,1030.73,20.848,5.198,75.63,1.97,21.4,7463.1
2023-01-15,2,1,1,2023,Social,Financial Services,91558,7474,176,54829.95,6980.68,8.164,2.355,7.85,39.66,76.24,685.45
2023-01-15,2,1,1,2023,Social,Business Solutions,77308,7062,183,36509.55,6346.85,9.135,2.591,5.75,34.68,82.1,475.24
2023-01-15,2,1,1,2023,Social,Marketing Tools,96285,7708,212,20109.86,7233.3,8.006,2.75,2.78,34.12,75.12,178.02
2023-01-15,2,1,1,2023,Social,Tech Products,93792,7009,161,24024.21,7018.81,7.474,2.297,3.42,43.6,74.83,242.28
2023-01-15,2,1,1,2023,Paid Search,Financial Services,56982,9711,764,238131.28,7718.99,17.043,7.867,30.85,10.1,135.46,2985.01
2023-01-15,2,1,1,2023,Paid Search,Business Solutions,56747,8328,664,134230.22,9113.02,14.677,7.973,14.73,13.72,160.59,1372.95
2023-01-15,2,1,1,2023,Paid Search,Marketing Tools,44463,6439,498,45577.72,6228.59,14.483,7.734,7.32,12.51,140.08,631.75
2023-01-15,2,1,1,2023,Paid Search,Tech Products,49548,8404,622,91453.76,6833.43,16.963,7.401,13.38,10.99,137.92,1238.33
2023-01-15,2,1,1,2023,Organic,Financial Services,39414,5425,286,91855.51,423.89,13.764,5.272,216.7,1.48,10.75,21569.66
2023-01-15,2,1,1,2023,Organic,Business Solutions,41310,5250,329,59154.59,396.05,12.709,6.267,149.36,1.2,9.59,14836.14
2023-01-15,2,1,1,2023,Organic,Marketing Tools,42344,5554,365,37540.82,424.4,13.116,6.572,88.46,1.16,10.02,8745.62
2023-01-15,2,1,1,2023,Organic,Tech Products,37704,4929,304,45860.54,399.35,13.074,6.168,114.84,1.31,10.59,11383.8
2023-01-15,2,1,1,2023,Display,Financial Services,149347,5683,70,20581.04,7584.26,3.806,1.232,2.71,108.35,50.78,171.37
2023-01-15,2,1,1,2023,Display,Business Solutions,105211,4165,54,9563.51,5356.12,3.959,1.297,1.79,99.19,50.91,78.55
2023-01-15,2,1,1,2023,Display,Marketing Tools,104930,3614,51,4709.52,4855.17,3.445,1.411,0.97,95.2,46.27,-3.0
2023-01-15,2,1,1,2023,Display,Tech Products,130342,5635,66,9805.21,5976.63,4.324,1.171,1.64,90.56,45.85,64.06
2023-01-22,3,1,1,2023,Email,Financial Services,45584,10122,512,168343.3,952.9,22.207,5.058,176.66,1.86,20.9,17566.42
2023-01-22,3,1,1,2023,Email,Business Solutions,66118,14617,691,135382.03,1261.75,22.108,4.727,107.3,1.83,19.08,10629.7
2023-01-22,3,1,1,2023,Email,Marketing Tools,54189,10413,446,46290.48,1156.61,19.218,4.283,40.02,2.59,21.34,3902.25
2023-01-22,3,1,1,2023,Email,Tech Products,59900,12818,577,77916.16,1138.16,21.399,4.501,68.46,1.97,19.0,6745.8
2023-01-22,3,1,1,2023,Social,Financial Services,90623,7716,224,68525.13,7909.38,8.515,2.903,8.66,35.31,87.28,766.38
2023-01-22,3,1,1,2023,Social,Business Solutions,97330,7913,227,41319.72,7393.55,8.13,2.869,5.59,32.57,75.96,458.86
2023-01-22,3,1,1,2023,Social,Marketing Tools,83753,7218,171,14997.62,6091.86,8.619,2.369,2.46,35.62,72.74,146.19
2023-01-22,3,1,1,2023,Social,Tech Products,72546,6422,189,27263.45,5336.87,8.853,2.943,5.11,28.24,73.57,410.85
2023-01-22,3,1,1,2023,Paid Search,Financial Services,49823,7413,482,152199.46,7321.75,14.881,6.502,20.79,15.19,146.96,1978.73
2023-01-22,3,1,1,2023,Paid Search,Business Solutions,52307,8164,509,91803.58,8043.55,15.608,6.235,11.41,15.8,153.78,1041.33
2023-01-22,3,1,1,2023,Paid Search,Marketing Tools,50053,8310,628,55638.13,6863.12,16.604,7.557,8.11,10.93,137.12,710.68
2023-01-22,3,1,1,2023,Paid Search,Tech Products,52839,6800,503,79356.64,8045.49,12.869,7.397,9.86,16.0,152.26,886.35
2023-01-22,3,1,1,2023,Organic,Financial Services,37142,4648,280,90417.45,404.21,12.516,6.024,223.69,1.44,10.88,22268.93
2023-01-22,3,1,1,2023,Organic,Business Solutions,37110,5069,347,60289.26,339.14,13.66,6.846,177.77,0.98,9.14,17677.1
2023-01-22,3,1,1,2023,Organic,Marketing Tools,32673,3354,179,17627.41,298.71,10.266,5.337,59.01,1.67,9.14,5801.18
2023-01-22,3,1,1,2023,Organic,Tech Products,36066,4775,250,38529.9,344.92,13.242,5.236,111.71,1.38,9.56,11070.68
2023-01-22,3,1,1,2023,Display,Financial Services,112949,4784,66,22714.44,5912.96,4.236,1.38,3.84,89.59,52.35,284.15
2023-01-22,3,1,1,2023,Display,Business Solutions,149492,5588,67,13016.27,7933.29,3.738,1.199,1.64,118.41,53.07,64.07
2023-01-22,3,1,1,2023,Display,Marketing Tools,159465,6211,79,7919.9,7719.39,3.895,1.272,1.03,97.71,48.41,2.6
2023-01-22,3,1,1,2023,Display,Tech Products,156279,6923,90,13704.77,8211.75,4.43,1.3,1.67,91.24,52.55,66.89
2023-01-29,4,1,1,2023,Email,Financial Services,48103,11860,611,208285.79,927.44,24.657,5.152,224.58,1.52,19.28,22358.14
2023-01-29,4,1,1,2023,Email,Business Solutions,66227,14085,618,123599.46,1216.27,21.269,4.388,101.62,1.97,18.37,10062.17
2023-01-29,4,1,1,2023,Email,Marketing Tools,53048,13246,773,74513.58,1088.93,24.97,5.836,68.43,1.41,20.53,6742.83
2023-01-29,4,1,1,2023,Email,Tech Products,56001,11555,564,84601.71,1176.55,20.635,4.881,71.91,2.09,21.01,7090.66
2023-01-29,4,1,1,2023,Social,Financial Services,102160,8882,222,70960.72,7449.6,8.695,2.499,9.53,33.56,72.92,852.54
2023-01-29,4,1,1,2023,Social,Business Solutions,93302,7333,234,41999.22,6892.51,7.86,3.191,6.09,29.46,73.87,509.35
2023-01-29,4,1,1,2023,Social,Marketing Tools,78424,6766,200,17484.27,5752.06,8.628,2.956,3.04,28.76,73.35,203.97
2023-01-29,4,1,1,2023,Social,Tech Products,98844,6894,216,32611.9,7245.42,6.975,3.133,4.5,33.54,73.3,350.1
2023-01-29,4,1,1,2023,Paid Search,Financial Services,42916,7377,527,164277.02,6840.12,17.19,7.144,24.02,12.98,159.38,2301.67
2023-01-29,4,1,1,2023,Paid Search,Business Solutions,60669,10427,834,150471.62,8342.29,17.187,7.998,18.04,10.0,137.5,1703.72
2023-01-29,4,1,1,2023,Paid Search,Marketing Tools,57168,8725,633,65022.22,7908.39,15.263,7.255,8.22,12.49,138.34,722.19
2023-01-29,4,1,1,2023,Paid Search,Tech Products,51311,6568,483,63820.14,7109.88,12.801,7.354,8.98,14.72,138.56,797.63
2023-01-29,4,1,1,2023,Organic,Financial Services,33903,4250,287,93371.32,370.37,12.537,6.753,252.1,1.29,10.92,25110.28
2023-01-29,4,1,1,2023,Organic,Business Solutions,38023,4269,298,52082.37,415.46,11.229,6.981,125.36,1.39,10.93,12436.07
2023-01-29,4,1,1,2023,Organic,Marketing Tools,32215,4410,239,24481.18,323.93,13.692,5.42,75.58,1.36,10.06,7457.55
2023-01-29,4,1,1,2023,Organic,Tech Products,47919,5015,320,50755.13,481.4,10.466,6.381,105.43,1.5,10.05,10443.23
2023-01-29,4,1,1,2023,Display,Financial Services,144337,6112,82,26909.42,7338.55,4.235,1.342,3.67,89.49,50.84,266.69
2023-01-29,4,1,1,2023,Display,Business Solutions,159255,5501,70,14116.57,8584.26,3.455,1.272,1.64,122.63,53.9,64.45
2023-01-29,4,1,1,2023,Display,Marketing Tools,134800,5586,71,6324.28,6691.07,4.144,1.271,0.95,94.24,49.64,-5.48
2023-01-29,4,1,1,2023,Display,Tech Products,129184,5297,63,10001.72,7087.31,4.1,1.189,1.41,112.5,54.86,41.12
2023-02-05,5,2,1,2023,Email,Financial Services,63365,14091,702,238738.18,1314.12,22.238,4.982,181.67,1.87,20.74,18067.15
2023-02-05,5,2,1,2023,Email,Business Solutions,50788,12550,727,146594.17,1061.62,24.712,5.793,138.09,1.46,20.9,13708.54
2023-02-05,5,2,1,2023,Email,Marketing Tools,61375,13171,786,80136.8,1115.85,21.46,5.968,71.82,1.42,18.18,7081.68
2023-02-05,5,2,1,2023,Email,Tech Products,47588,10081,582,92614.25,885.22,21.185,5.773,104.62,1.52,18.6,10362.29
2023-02-05,5,2,1,2023,Social,Financial Services,97476,7519,251,85815.8,8325.74,7.714,3.338,10.31,33.17,85.41,930.73
2023-02-05,5,2,1,2023,Social,Business Solutions,92762,7231,197,33211.42,7962.28,7.796,2.724,4.17,40.42,85.84,317.11
2023-02-05,5,2,1,2023,Social,Marketing Tools,105696,9723,327,31409.4,8910.57,9.199,3.363,3.52,27.25,84.3,252.5
2023-02-05,5,2,1,2023,Social,Tech Products,110651,9780,265,38044.93,8195.54,8.839,2.71,4.64,30.93,74.07,364.22
2023-02-05,5,2,1,2023,Paid Search,Financial Services,62437,9663,677,224079.45,9586.82,15.478,7.006,23.37,14.16,153.54,2237.37
2023-02-05,5,2,1,2023,Paid Search,Business Solutions,49842,6609,530,98448.23,7883.49,13.261,8.019,12.49,14.87,158.17,1148.79
2023-02-05,5,2,1,2023,Paid Search,Marketing Tools,53266,8834,684,65771.95,8591.78,16.585,7.743,7.66,12.56,161.3,665.52
2023-02-05,5,2,1,2023,Paid Search,Tech Products,50800,6783,444,67665.15,7803.35,13.353,6.546,8.67,17.58,153.61,767.13
2023-02-05,5,2,1,2023,Organic,Financial Services,44453,4875,280,80900.64,431.25,10.967,5.744,187.6,1.54,9.7,18659.57
2023-02-05,5,2,1,2023,Organic,Business Solutions,42576,4943,313,62585.56,412.84,11.612,6.332,151.6,1.32,9.7,15059.76
2023-02-05,5,2,1,2023,Organic,Marketing Tools,41328,5381,336,32699.4,443.23,13.021,6.244,73.78,1.32,10.72,7277.52
2023-02-05,5,2,1,2023,Organic,Tech Products,48488,5202,378,54723.58,461.44,10.729,7.266,118.59,1.22,9.52,11759.31
2023-02-05,5,2,1,2023,Display,Financial Services,138605,6342,89,27504.57,7115.15,4.576,1.403,3.87,79.95,51.33,286.56
2023-02-05,5,2,1,2023,Display,Business Solutions,126262,4407,55,9418.07,5873.59,3.491,1.248,1.6,106.79,46.52,60.35
2023-02-05,5,2,1,2023,Display,Marketing Tools,120551,5025,64,5892.33,6505.88,4.169,1.274,0.91,101.65,53.97,-9.43
2023-02-05,5,2,1,2023,Display,Tech Products,139441,5858,74,10069.65,6331.83,4.201,1.263,1.59,85.57,45.41,59.03
2023-02-12,6,2,1,2023,Email,Financial Services,52155,10711,523,153593.05,963.96,20.539,4.883,159.34,1.84,18.48,15833.55
2023-02-12,6,2,1,2023,Email,Business Solutions,59173,11871,616,114037.89,1228.52,20.062,5.189,92.83,1.99,20.76,9182.54
2023-02-12,6,2,1,2023,Email,Marketing Tools,49038,11757,660,57455.26,1054.04,23.976,5.614,54.51,1.6,21.49,5350.96
2023-02-12,6,2,1,2023,Email,Tech Products,70237,13417,677,104176.65,1474.49,19.103,5.046,70.65,2.18,20.99,6965.27
2023-02-12,6,2,1,2023,Social,Financial Services,84048,6137,177,56464.68,6882.87,7.302,2.884,8.2,38.89,81.89,720.37
2023-02-12,6,2,1,2023,Social,Business Solutions,91143,7209,232,38942.89,6930.42,7.91,3.218,5.62,29.87,76.04,461.91
2023-02-12,6,2,1,2023,Social,Marketing Tools,104395,9341,281,26866.45,7695.45,8.948,3.008,3.49,27.39,73.71,249.12
2023-02-12,6,2,1,2023,Social,Tech Products,94163,7606,210,29044.69,7348.16,8.078,2.761,3.95,34.99,78.04,295.26
2023-02-12,6,2,1,2023,Paid Search,Financial Services,43718,6207,443,136869.2,6059.0,14.199,7.137,22.59,13.68,138.59,2158.94
2023-02-12,6,2,1,2023,Paid Search,Business Solutions,62556,9646,794,155385.27,9380.48,15.421,8.231,16.56,11.81,149.95,1556.47
2023-02-12,6,2,1,2023,Paid Search,Marketing Tools,45165,6850,549,54715.18,6682.15,15.167,8.015,8.19,12.17,147.95,718.83
2023-02-12,6,2,1,2023,Paid Search,Tech Products,46045,6458,483,72078.86,7004.52,14.027,7.479,10.29,14.5,152.12,929.03
2023-02-12,6,2,1,2023,Organic,Financial Services,39659,5453,372,112783.9,365.0,13.751,6.822,309.0,0.98,9.2,30799.7
2023-02-12,6,2,1,2023,Organic,Business Solutions,36238,4017,238,41269.91,346.8,11.085,5.925,119.0,1.46,9.57,11800.2
2023-02-12,6,2,1,2023,Organic,Marketing Tools,36583,4912,283,27016.8,359.27,13.428,5.761,75.2,1.27,9.82,7419.92
2023-02-12,6,2,1,2023,Organic,Tech Products,50201,5322,341,54087.59,538.71,10.603,6.407,100.4,1.58,10.73,9940.21
2023-02-12,6,2,1,2023,Display,Financial Services,162578,6030,78,25801.87,8826.97,3.709,1.294,2.92,113.17,54.29,192.31
2023-02-12,6,2,1,2023,Display,Business Solutions,147555,6029,81,15792.67,6915.97,4.086,1.344,2.28,85.38,46.87,128.35
2023-02-12,6,2,1,2023,Display,Marketing Tools,134104,5244,75,6757.93,6188.68,3.911,1.43,1.09,82.52,46.15,9.2
2023-02-12,6,2,1,2023,Display,Tech Products,150664,5644,83,11203.05,7504.78,3.746,1.471,1.49,90.42,49.81,49.28
2023-02-19,7,2,1,2023,Email,Financial Services,62174,11839,621,184190.18,1134.89,19.042,5.245,162.3,1.83,18.25,16129.78
2023-02-19,7,2,1,2023,Email,Business Solutions,73403,15288,922,162199.81,1521.35,20.828,6.031,106.62,1.65,20.73,10561.57
2023-02-19,7,2,1,2023,Email,Marketing Tools,67763,15335,839,78299.66,1314.3,22.631,5.471,59.58,1.57,19.4,5857.52
2023-02-19,7,2,1,2023,Email,Tech Products,71919,17391,1094,146710.45,1504.8,24.182,6.291,97.49,1.38,20.92,9649.5
2023-02-19,7,2,1,2023,Social,Financial Services,115417,8350,222,74465.84,9370.89,7.235,2.659,7.95,42.21,81.19,694.65
2023-02-19,7,2,1,2023,Social,Business Solutions,111626,7965,266,46273.42,8329.36,7.135,3.34,5.56,31.31,74.62,455.55
2023-02-19,7,2,1,2023,Social,Marketing Tools,85011,7442,239,22809.74,6608.86,8.755,3.212,3.45,27.65,77.74,245.14
2023-02-19,7,2,1,2023,Social,Tech Products,113015,8749,293,41967.83,8818.69,7.742,3.349,4.76,30.1,78.03,375.9
2023-02-19,7,2,1,2023,Paid Search,Financial Services,54412,7675,657,210354.39,7724.67,14.106,8.56,27.23,11.76,141.97,2623.15
2023-02-19,7,2,1,2023,Paid Search,Business Solutions,64065,9275,749,149829.56,9848.53,14.478,8.075,15.21,13.15,153.73,1421.34
2023-02-19,7,2,1,2023,Paid Search,Marketing Tools,46772,7941,657,60354.13,6509.64,16.979,8.274,9.27,9.91,139.18,827.15
2023-02-19,7,2,1,2023,Paid Search,Tech Products,61733,9593,773,120914.89,9794.43,15.54,8.058,12.35,12.67,158.66,1134.53
2023-02-19,7,2,1,2023,Organic,Financial Services,36976,4186,261,87594.88,335.26,11.322,6.235,261.27,1.28,9.07,26027.45
2023-02-19,7,2,1,2023,Organic,Business Solutions,44163,5716,429,76858.36,470.01,12.945,7.505,163.52,1.1,10.64,16252.49
2023-02-19,7,2,1,2023,Organic,Marketing Tools,36270,4804,288,26797.96,384.27,13.247,5.995,69.74,1.33,10.59,6873.73
2023-02-19,7,2,1,2023,Organic,Tech Products,36946,4073,293,44354.65,379.89,11.025,7.194,116.76,1.3,10.28,11575.66
2023-02-19,7,2,1,2023,Display,Financial Services,158726,6430,87,26980.84,7430.91,4.051,1.353,3.63,85.41,46.82,263.09
2023-02-19,7,2,1,2023,Display,Business Solutions,171364,7026,100,18359.42,9334.68,4.1,1.423,1.97,93.35,54.47,96.68
2023-02-19,7,2,1,2023,Display,Marketing Tools,126874,5206,76,7380.94,5732.31,4.103,1.46,1.29,75.43,45.18,28.76
2023-02-19,7,2,1,2023,Display,Tech Products,169224,7646,114,17180.13,9176.17,4.519,1.491,1.87,80.49,54.22,87.23
2023-02-26,8,2,1,2023,Email,Financial Services,67645,13330,766,250351.6,1332.37,19.707,5.746,187.9,1.74,19.7,18689.95
2023-02-26,8,2,1,2023,Email,Business Solutions,68375,17002,1077,197286.0,1261.72,24.867,6.335,156.36,1.17,18.45,15536.27
2023-02-26,8,2,1,2023,Email,Marketing Tools,74582,18076,901,92799.39,1601.99,24.237,4.985,57.93,1.78,21.48,5692.76
2023-02-26,8,2,1,2023,Email,Tech Products,62938,14225,775,102368.27,1217.27,22.602,5.448,84.1,1.57,19.34,8309.66
2023-02-26,8,2,1,2023,Social,Financial Services,112055,7632,226,70847.11,9031.45,6.811,2.961,7.84,39.96,80.6,684.45
2023-02-26,8,2,1,2023,Social,Business Solutions,116733,8908,265,51353.7,9249.4,7.631,2.975,5.55,34.9,79.24,455.21
2023-02-26,8,2,1,2023,Social,Marketing Tools,88938,7013,195,17326.01,7112.72,7.886,2.781,2.44,36.48,79.97,143.59
2023-02-26,8,2,1,2023,Social,Tech Products,96706,8699,260,38307.64,7941.13,8.996,2.989,4.82,30.54,82.12,382.4
2023-02-26,8,2,1,2023,Paid Search,Financial Services,45271,7123,522,182443.44,6313.49,15.736,7.328,28.9,12.09,139.46,2789.74
2023-02-26,8,2,1,2023,Paid Search,Business Solutions,54300,7131,665,123079.01,8300.38,13.134,9.325,14.83,12.48,152.86,1382.81
2023-02-26,8,2,1,2023,Paid Search,Marketing Tools,46485,7495,555,56922.48,6561.55,16.125,7.405,8.68,11.82,141.15,767.52
2023-02-26,8,2,1,2023,Paid Search,Tech Products,49264,6362,512,75202.76,6747.75,12.914,8.048,11.14,13.18,136.97,1014.49
2023-02-26,8,2,1,2023,Organic,Financial Services,48546,5743,397,125534.9,475.82,11.832,6.913,263.83,1.2,9.8,26282.85
2023-02-26,8,2,1,2023,Organic,Business Solutions,44770,4816,299,59317.43,487.65,10.759,6.208,121.64,1.63,10.89,12063.94
2023-02-26,8,2,1,2023,Organic,Marketing Tools,41511,4638,332,30964.3,375.71,11.175,7.158,82.42,1.13,9.05,8141.54
2023-02-26,8,2,1,2023,Organic,Tech Products,37713,4818,346,45424.88,356.16,12.778,7.181,127.54,1.03,9.44,12654.07
2023-02-26,8,2,1,2023,Display,Financial Services,133795,5627,72,21215.73,7091.02,4.206,1.28,2.99,98.49,53.0,199.19
2023-02-26,8,2,1,2023,Display,Business Solutions,130644,5465,75,12763.45,6196.67,4.183,1.372,2.06,82.62,47.43,105.97
2023-02-26,8,2,1,2023,Display,Marketing Tools,163251,7226,119,11072.53,8436.95,4.427,1.647,1.31,70.9,51.68,31.24
2023-02-26,8,2,1,2023,Display,Tech Products,132230,4960,83,10862.8,6063.42,3.752,1.673,1.79,73.05,45.86,79.15
2023-03-05,9,3,1,2023,Email,Financial Services,55974,10565,545,177296.49,1101.89,18.875,5.159,160.9,2.02,19.69,15990.22
2023-03-05,9,3,1,2023,Email,Business Solutions,73334,17669,960,169054.72,1431.39,24.095,5.433,118.11,1.49,19.52,11710.53
2023-03-05,9,3,1,2023,Email,Marketing Tools,65668,13441,795,74156.66,1327.03,20.469,5.915,55.88,1.67,20.21,5488.17
2023-03-05,9,3,1,2023,Email,Tech Products,61760,12749,825,125931.77,1146.29,20.643,6.471,109.86,1.39,18.56,10886.03
2023-03-05,9,3,1,2023,Social,Financial Services,116353,9273,328,111254.56,9169.01,7.97,3.537,12.13,27.95,78.8,1113.38
2023-03-05,9,3,1,2023,Social,Business Solutions,82037,6107,195,37038.05,6245.17,7.445,3.193,5.93,32.03,76.13,493.07
2023-03-05,9,3,1,2023,Social,Marketing Tools,86778,7639,277,26450.21,6486.38,8.804,3.626,4.08,23.42,74.75,307.78
2023-03-05,9,3,1,2023,Social,Tech Products,92171,6308,224,29996.91,7486.52,6.844,3.551,4.01,33.42,81.22,300.68
2023-03-05,9,3,1,2023,Paid Search,Financial Services,51886,7909,681,232291.47,7325.92,15.244,8.61,31.71,10.76,141.19,3070.82
2023-03-05,9,3,1,2023,Paid Search,Business Solutions,45884,6132,565,112341.17,7016.69,13.366,9.214,16.01,12.42,152.92,1501.06
2023-03-05,9,3,1,2023,Paid Search,Marketing Tools,59335,9340,694,71394.44,8755.66,15.743,7.43,8.15,12.62,147.56,715.41
2023-03-05,9,3,1,2023,Paid Search,Tech Products,54375,8202,583,78892.85,8544.54,15.085,7.108,9.23,14.66,157.14,823.31
2023-03-05,9,3,1,2023,Organic,Financial Services,36962,4572,294,91996.99,354.0,12.371,6.43,259.88,1.2,9.58,25887.85
2023-03-05,9,3,1,2023,Organic,Business Solutions,41804,5346,350,65609.94,416.04,12.789,6.547,157.7,1.19,9.95,15670.1
2023-03-05,9,3,1,2023,Organic,Marketing Tools,47270,6415,478,42821.09,428.38,13.573,7.451,99.96,0.9,9.06,9896.05
2023-03-05,9,3,1,2023,Organic,Tech Products,40146,4954,298,43178.6,409.24,12.342,6.015,105.51,1.37,10.19,10450.92
2023-03-05,9,3,1,2023,Display,Financial Services,142025,6142,82,24010.32,7425.34,4.325,1.335,3.23,90.55,52.28,223.36
2023-03-05,9,3,1,2023,Display,Business Solutions,151836,6416,95,16683.6,8076.31,4.226,1.481,2.07,85.01,53.19,106.57
2023-03-05,9,3,1,2023,Display,Marketing Tools,170329,7211,102,9864.87,8279.65,4.234,1.415,1.19,81.17,48.61,19.15
2023-03-05,9,3,1,2023,Display,Tech Products,127261,5727,77,12170.38,6294.34,4.501,1.345,1.93,81.74,49.46,93.35
2023-03-12,10,3,1,2023,Email,Financial Services,56024,12480,800,267889.91,1189.18,22.277,6.41,225.27,1.49,21.23,22427.28
